time,stage,confidence,theta_alpha,beta_rel,motion_rms,fac_rate,signal,eog_on,eog_sacc
163.8,Wake,0.7,0.5518,0.5958,50.7729,0.0,1.0,0.0,0.0
168.9,Wake,0.7,0.4934,0.5924,50.672,0.0,1.0,0.0,0.0
174.0,Wake,0.7,0.5466,0.5951,50.6326,0.0,1.0,0.0,0.0
179.2,Wake,0.7,0.5503,0.584,50.6388,0.0,1.0,0.0,0.0
184.3,Wake,0.7,0.5134,0.588,50.6707,0.0,1.0,0.0,0.0
189.4,Wake,0.7,0.496,0.576,50.6892,0.0,1.0,0.0,0.0
194.5,Wake,0.7,0.5378,0.6009,50.7281,0.0,1.0,0.0,0.0
199.7,Wake,0.7,0.5501,0.5827,50.7964,0.0,1.0,0.0,0.0
204.8,Wake,0.7,0.4784,0.5788,50.884,0.0,1.0,0.0,0.0
209.9,Wake,0.7,0.4723,0.5896,50.9458,0.0,1.0,0.0,0.0
215.0,Wake,0.7,0.4785,0.5882,50.9851,0.0,1.0,0.0,0.0
220.1,Wake,0.7,0.5007,0.5893,51.0511,0.0,1.0,0.0,0.0
225.3,Wake,0.7,0.4877,0.5772,51.1067,0.0,1.0,0.0,0.0
230.4,Wake,0.7,0.4958,0.5867,51.1244,0.0,1.0,0.0,0.0
235.5,Wake,0.7,0.5106,0.6024,51.1243,0.0,1.0,0.0,0.0
240.6,Wake,0.7,0.5664,0.593,51.1274,0.0,1.0,0.0,0.0
245.8,Wake,0.7,0.5796,0.5865,51.1146,0.0,1.0,0.0,0.0
250.9,Wake,0.7,0.5419,0.5591,51.1205,0.0,1.0,0.0,0.0
256.0,Wake,0.7,0.5535,0.5472,51.0867,0.0,1.0,0.0,0.0
261.1,Wake,0.7,0.5524,0.5488,51.0493,0.0,1.0,0.0,0.0
266.2,Wake,0.7,0.6,0.5515,51.0114,0.0,1.0,0.0,0.0
271.4,Wake,0.7,0.5467,0.5915,50.9671,0.0,1.0,0.0,0.0
276.5,Wake,0.7,0.5109,0.5814,50.9732,0.0,1.0,0.0,0.0
281.6,Wake,0.7,0.6662,0.5581,50.9615,0.0,1.0,0.0,0.0
286.7,Wake,0.7,0.7067,0.5687,50.9813,0.0,1.0,0.0,0.0
291.9,Wake,0.7,0.7106,0.5926,51.0598,0.0,1.0,0.0,0.0
297.0,Wake,0.7,0.6932,0.5678,51.1377,0.0,1.0,0.0,0.0
302.1,Wake,0.7,0.7521,0.5489,51.201,0.0,1.0,0.0,0.0
307.2,Wake,0.7,0.8102,0.5745,51.2582,0.0,1.0,0.0,0.0
312.3,Wake,0.7,0.63,0.6304,51.3474,0.0,1.0,0.0,0.0
317.5,Wake,0.7,0.7168,0.5962,51.4496,0.0,1.0,0.0,0.0
322.6,Wake,0.7,1.1128,0.4802,51.5751,0.0,1.0,0.0,0.0
327.7,Wake,0.7,1.1307,0.4861,51.7433,0.0,1.0,0.0,0.0
332.8,Wake,0.7,1.4017,0.4292,51.8163,0.0,1.0,0.0,0.0
338.0,Wake,0.7,1.4274,0.4184,51.8163,0.0,1.0,0.0,0.0
343.1,Wake,0.7,1.5203,0.4139,51.8543,0.0,1.0,0.0,0.0
348.2,Wake,0.7,1.6378,0.3958,51.7613,0.0,1.0,0.0,0.0
353.3,Wake,0.7,1.4962,0.4417,51.5938,0.0,1.0,0.0,0.0
358.4,Wake,0.7,1.4411,0.4803,51.4573,0.0,1.0,0.0,0.0
363.6,Wake,0.7,1.25,0.5216,51.3341,0.0,1.0,0.0,0.0
368.7,Wake,0.7,1.1878,0.5389,51.2333,0.0,1.0,0.0,0.0
373.8,Wake,0.7,1.0198,0.5459,51.1914,0.0,1.0,0.0,0.0
378.9,Wake,0.7,0.7448,0.6239,51.1526,0.0,1.0,0.0,0.0
384.1,Wake,0.7,0.6089,0.6468,51.2056,0.0,1.0,0.0,0.0
389.2,Wake,0.7,0.5828,0.5789,51.2713,0.0,1.0,0.0,0.0
394.3,Wake,0.7,0.5614,0.5723,51.3332,0.0,1.0,0.0,0.0
399.4,Wake,0.7,0.5737,0.5425,51.425,0.0,1.0,0.0,0.0
404.5,Wake,0.7,0.5803,0.5397,51.4451,0.0,1.0,0.0,0.0
409.7,Wake,0.7,0.5985,0.5405,51.5158,0.0,1.0,0.0,0.0
414.8,Wake,0.7,0.6414,0.5367,51.5335,0.0,1.0,0.0,0.0
419.9,Wake,0.7,0.6369,0.5889,51.5272,0.0,1.0,0.0,0.0
425.0,Wake,0.7,0.6418,0.6042,51.5006,0.0,1.0,0.0,0.0
430.2,Wake,0.7,0.611,0.604,51.433,0.0,1.0,0.0,0.0
435.3,Wake,0.7,0.6298,0.6,51.4205,0.0,1.0,0.0,0.0
440.4,Wake,0.7,0.6433,0.616,51.3765,0.0,1.0,0.0,0.0
445.5,Wake,0.7,0.5734,0.5852,51.3359,0.0,1.0,0.0,0.0
450.6,Wake,0.7,1.8579,0.2924,51.2853,0.0,1.0,0.0,0.0
455.8,Wake,0.7,1.8566,0.2941,51.3034,0.0,1.0,0.0,0.0
460.9,Wake,0.7,1.8836,0.2958,51.3099,0.0,1.0,0.0,0.0
466.0,Wake,0.7,1.9132,0.2918,51.2749,0.0,1.0,0.0,0.0
471.1,Wake,0.7,1.8803,0.2917,51.2803,0.0,1.0,0.0,0.0
476.3,Wake,0.7,1.885,0.2974,51.258,0.0,1.0,0.0,0.0
481.4,Wake,0.7,0.5556,0.6309,51.2672,0.0,1.0,0.0,0.0
486.5,Wake,0.7,0.6098,0.6207,51.2377,0.0,1.0,0.0,0.0
491.6,Wake,0.7,0.6379,0.6037,51.279,0.0,1.0,0.0,0.0
496.7,Wake,0.7,0.6549,0.6021,51.2959,0.0,1.0,0.0,0.0
501.9,Wake,0.7,0.6995,0.5862,51.2995,0.0,1.0,0.0,0.0
507.0,Wake,0.7,0.7064,0.5649,51.3335,0.0,1.0,0.0,0.0
512.1,Wake,0.7,0.669,0.5609,51.344,0.0,1.0,0.0,0.0
517.2,Wake,0.7,0.6097,0.5495,51.3561,0.0,1.0,0.0,0.0
522.4,Wake,0.7,0.6186,0.5614,51.3389,0.0,1.0,0.0,0.0
527.5,Wake,0.7,0.5849,0.5424,51.4025,0.0,1.0,0.0,0.0
532.6,Wake,0.7,0.6049,0.5605,51.4265,0.0,1.0,0.0,0.0
537.7,Wake,0.7,0.633,0.5741,51.452,0.0,1.0,0.0,0.0
542.8,Wake,0.7,0.6359,0.5714,51.5136,0.0,1.0,0.0,0.0
548.0,Wake,0.7,0.6447,0.5926,51.5537,0.0,1.0,0.0,0.0
553.1,Wake,0.7,0.6191,0.6093,51.5971,0.0,1.0,0.0,0.0
558.2,Wake,0.7,0.6195,0.6395,51.5404,0.0,1.0,0.0,0.0
563.3,Wake,0.7,0.601,0.6356,51.5479,0.0,1.0,0.0,0.0
568.5,Wake,0.7,0.5641,0.6554,51.5896,0.0,1.0,0.0,0.0
573.6,Wake,0.7,0.614,0.6444,51.6385,0.0,1.0,0.0,0.0
578.7,Wake,0.7,0.6359,0.6491,51.7039,0.0,1.0,0.0,0.0
583.8,Wake,0.7,0.7335,0.6545,51.8065,0.0,1.0,0.0,0.0
588.9,Wake,0.7,0.7408,0.6385,51.907,0.0,1.0,0.0,0.0
594.1,Wake,0.7,0.6939,0.6282,51.9466,0.0,1.0,0.0,0.0
599.2,Wake,0.7,0.6738,0.6036,51.9988,0.0,1.0,0.0,0.0
604.3,Wake,0.7,0.6205,0.6067,52.0215,0.0,1.0,0.0,0.0
609.4,Wake,0.7,0.6194,0.6149,51.9836,0.0,1.0,0.0,0.0
614.6,Wake,0.7,0.5319,0.6353,51.9107,0.0,1.0,0.0,0.0
619.7,Wake,0.7,0.5224,0.6425,51.8809,0.0,1.0,0.0,0.0
624.8,Wake,0.7,0.5544,0.6768,51.8693,0.0,1.0,0.0,0.0
629.9,Wake,0.7,0.5489,0.6997,51.7945,0.0,1.0,0.0,0.0
635.0,Wake,0.7,0.508,0.6903,51.7712,0.0,1.0,0.0,0.0
640.2,Wake,0.7,0.5082,0.6983,51.7779,0.0,1.0,0.0,0.0
645.3,Wake,0.7,0.4928,0.6731,51.8573,0.0,1.0,0.0,0.0
650.4,Wake,0.7,0.5067,0.6956,51.8525,0.0,1.0,0.0,0.0
655.5,Wake,0.7,0.51,0.6916,51.8512,0.0,1.0,0.0,0.0
660.6,Wake,0.7,0.5175,0.6728,51.9136,0.0,1.0,0.0,0.0
665.8,Wake,0.7,0.5741,0.7144,51.9098,0.0,1.0,0.0,0.0
670.9,Wake,0.7,0.5669,0.6987,51.8884,0.0,1.0,0.0,0.0
676.0,Wake,0.7,0.551,0.6835,51.8804,0.0,1.0,0.0,0.0
681.1,Wake,0.7,0.532,0.6458,51.9203,0.0,1.0,0.0,0.0
686.3,Wake,0.7,0.5693,0.6617,51.929,0.0,1.0,0.0,0.0
691.4,Wake,0.7,0.5802,0.6591,51.9111,0.0,1.0,0.0,0.0
696.5,Wake,0.7,0.5671,0.6236,51.8899,0.0,1.0,0.0,0.0
701.6,Wake,0.7,0.5734,0.6228,51.8452,0.0,1.0,0.0,0.0
706.7,Wake,0.7,0.5963,0.6288,51.8546,0.0,1.0,0.0,0.0
711.9,Wake,0.7,0.5846,0.6295,51.8311,0.0,1.0,0.0,0.0
717.0,Wake,0.7,0.5284,0.6015,51.8222,0.0,1.0,0.0,0.0
722.1,Wake,0.7,0.5114,0.5941,51.8184,0.0,1.0,0.0,0.0
727.2,Wake,0.7,0.4847,0.616,51.7864,0.0,1.0,0.0,0.0
732.4,Wake,0.7,0.4607,0.6249,51.8174,0.0,1.0,0.0,0.0
737.5,Wake,0.7,0.4417,0.6356,51.6972,0.0,1.0,0.0,0.0
742.6,Wake,0.7,0.4729,0.6535,51.6672,0.0,1.0,0.0,0.0
747.7,Wake,0.7,0.5357,0.6701,51.6687,0.0,1.0,0.0,0.0
752.9,Wake,0.7,0.5736,0.6473,51.711,0.0,1.0,0.0,0.0
758.0,Wake,0.7,0.5943,0.6381,51.7475,0.0,1.0,0.0,0.0
763.1,Wake,0.7,0.6567,0.6338,51.746,0.0,1.0,0.0,0.0
768.2,Wake,0.7,0.724,0.6363,51.8186,0.0,1.0,0.0,0.0
773.3,Wake,0.7,0.7515,0.6107,51.8502,0.0,1.0,0.0,0.0
778.5,Wake,0.7,0.795,0.6259,51.9282,0.0,1.0,0.0,0.0
783.6,Wake,0.7,0.7764,0.6633,51.9628,0.0,1.0,0.0,0.0
788.7,Wake,0.7,0.7565,0.6854,52.078,0.0,1.0,0.0,0.0
793.8,Wake,0.7,0.7294,0.6855,52.1171,0.0,1.0,0.0,0.0
798.9,Wake,0.7,0.7184,0.6679,52.1531,0.0,1.0,0.0,0.0
804.1,Wake,0.7,0.6803,0.6765,52.1469,0.0,1.0,0.0,0.0
809.2,Wake,0.7,0.6587,0.6505,52.0973,0.0,1.0,0.0,0.0
814.3,Wake,0.7,0.6717,0.6456,52.0888,0.0,1.0,0.0,0.0
819.4,Wake,0.7,0.6486,0.6361,52.0591,0.0,1.0,0.0,0.0
824.6,Wake,0.7,0.6483,0.6355,52.0884,0.0,1.0,0.0,0.0
829.7,Wake,0.7,0.6113,0.6478,52.0962,0.0,1.0,0.0,0.0
834.8,Wake,0.7,0.5855,0.6654,52.0747,0.0,1.0,0.0,0.0
839.9,Wake,0.7,0.6002,0.6811,52.1053,0.0,1.0,0.0,0.0
845.0,Wake,0.7,0.5602,0.6584,52.1414,0.0,1.0,0.0,0.0
850.2,Wake,0.7,0.571,0.6798,52.2199,0.0,1.0,0.0,0.0
855.3,Wake,0.7,0.6334,0.6536,52.2875,0.0,1.0,0.0,0.0
860.4,Wake,0.7,0.6496,0.6316,52.4365,0.0,1.0,0.0,0.0
865.5,Wake,0.7,0.6577,0.6269,52.5633,0.0,1.0,0.0,0.0
870.7,Wake,0.7,0.6459,0.6247,52.5786,0.0,1.0,0.0,0.0
875.8,Wake,0.7,0.6881,0.6441,52.5834,0.0,1.0,0.0,0.0
880.9,Wake,0.7,0.713,0.6326,52.5643,0.0,1.0,0.0,0.0
886.0,Wake,0.7,0.6177,0.6501,52.4885,0.0,1.0,0.0,0.0
891.1,Wake,0.7,0.6421,0.6322,52.3971,0.0,1.0,0.0,0.0
896.3,Wake,0.7,0.7171,0.5973,52.2956,0.0,1.0,0.0,0.0
901.4,Wake,0.7,1.3646,0.4376,52.196,0.0,1.0,0.0,0.0
906.5,Wake,0.7,3.5765,0.241,52.1272,0.0,1.0,0.0,0.0
911.6,Wake,0.7,5.1117,0.1795,51.928,0.0,1.0,0.0,0.0
916.8,Wake,0.7,4.85,0.2016,51.6676,0.0,1.0,0.0,0.0
921.9,Wake,0.7,4.819,0.2056,35.5002,0.0,1.0,0.0,0.0
927.0,Wake,0.7,4.8166,0.2063,29.5809,0.0,1.0,0.0,0.0
932.1,Wake,0.7,4.7545,0.2148,22.5678,0.0,1.0,0.0,0.0
937.2,Wake,0.7,4.2421,0.2406,18.8768,0.0,1.0,0.0,0.0
942.4,Wake,0.7,3.2054,0.3127,18.8768,0.0,1.0,0.0,0.0
947.5,Wake,0.7,2.6499,0.3492,18.8768,0.0,1.0,0.0,0.0
952.6,Wake,0.7,2.7322,0.3524,24.0622,0.0,1.0,0.0,0.0
957.7,Wake,0.7,2.9259,0.3545,24.6622,0.0,1.0,0.0,0.0
962.9,Wake,0.7,3.0009,0.3349,24.6888,0.0,1.0,0.0,0.0
968.0,Wake,0.7,1.3686,0.7598,24.6846,0.0,1.0,0.0,0.0
973.1,Wake,0.7,1.22,0.7861,24.597,0.0,1.0,0.0,0.0
978.2,Wake,0.7,1.1975,0.7865,24.476,0.0,1.0,0.0,0.0
983.3,Wake,0.7,1.1405,0.7766,24.4386,0.0,1.0,0.0,0.0
988.5,Wake,0.7,1.1537,0.7857,24.4141,0.0,1.0,0.0,0.0
993.6,Wake,0.7,1.121,0.7906,24.3768,0.0,1.0,0.0,0.0
998.7,Wake,0.7,1.0674,0.7936,24.3607,0.0,1.0,0.0,0.0
1003.8,Wake,0.7,1.0592,0.8211,24.3836,0.0,1.0,0.0,0.0
1009.0,Wake,0.7,1.0553,0.8468,24.3748,0.0,1.0,0.0,0.0
1014.1,Wake,0.7,1.1556,0.8382,24.3273,0.0,1.0,0.0,0.0
1019.2,Wake,0.7,1.1285,0.7861,24.2551,0.0,1.0,0.0,0.0
1024.3,Wake,0.7,1.1605,0.775,23.9928,0.0,1.0,0.0,0.0
1029.4,Wake,0.7,1.5501,0.692,14.689,0.0,1.0,0.0,0.0
1034.6,Wake,0.7,1.7018,0.6704,12.9609,0.0,1.0,0.0,0.0
1039.7,Wake,0.7,1.8509,0.6461,12.9609,0.0,1.0,0.0,0.0
1044.8,Wake,0.7,1.868,0.6303,13.7453,0.0,1.0,0.0,0.0
1049.9,Wake,0.7,2.1359,0.6234,16.5474,0.0,1.0,0.0,0.0
1055.1,Wake,0.7,2.3262,0.6161,16.9688,0.0,1.0,0.0,0.0
1060.2,Wake,0.7,1.8936,0.6942,17.092,0.0,1.0,0.0,0.0
1065.3,Wake,0.7,1.7151,0.6609,17.0973,0.0,1.0,0.0,0.0
1070.4,Wake,0.7,1.6231,0.6832,17.1091,0.0,1.0,0.0,0.0
1075.5,Wake,0.7,1.6265,0.6762,17.0857,0.0,1.0,0.0,0.0
1080.7,Wake,0.7,1.5786,0.6891,17.0902,0.0,1.0,0.0,0.0
1085.8,Wake,0.7,1.5242,0.7092,17.0841,0.0,1.0,0.0,0.0
1090.9,Wake,0.7,1.4168,0.7246,17.1036,0.0,1.0,0.0,0.0
1096.0,Wake,0.7,1.5637,0.7386,17.1657,0.0,1.0,0.0,0.0
1101.2,Wake,0.7,4.1276,0.3155,17.2601,0.0,1.0,0.0,0.0
1106.3,Wake,0.7,2.0358,0.507,17.4377,0.0,1.0,0.0,0.0
1111.4,Wake,0.7,2.0336,0.5062,19.587,0.0,1.0,0.0,0.0
1116.5,Wake,0.7,2.0331,0.5057,28.6508,0.0,1.0,0.0,0.0
1121.6,Wake,0.7,2.0243,0.507,28.8466,0.0,1.0,0.0,0.0
1126.8,Wake,0.7,2.0127,0.5088,28.8466,0.0,1.0,0.0,0.0
1131.9,Wake,0.7,1.3511,0.6576,28.9129,0.0,1.0,0.0,0.0
1137.0,Wake,0.7,1.1487,0.7824,28.9794,0.0,1.0,0.0,0.0
1142.1,Wake,0.7,1.1286,0.822,29.0845,0.0,1.0,0.0,0.0
1147.3,Wake,0.7,2.2626,0.5347,30.1934,0.0,1.0,0.0,0.0
1152.4,Wake,0.7,2.765,0.4509,30.1934,0.0,1.0,0.0,0.0
1157.5,Wake,0.7,2.7997,0.461,30.1934,0.0,1.0,0.0,0.0
1162.6,Wake,0.7,2.9571,0.4416,25.1414,0.0,1.0,0.0,0.0
1167.7,Wake,0.7,3.0161,0.4301,23.9861,0.0,1.0,0.0,0.0
1172.9,Wake,0.7,3.0338,0.4098,23.6146,0.0,1.0,0.0,0.0
1178.0,Wake,0.7,2.0093,0.6284,23.4027,0.0,1.0,0.0,0.0
1183.1,Wake,0.7,1.2556,0.7703,23.3401,0.0,1.0,0.0,0.0
1188.2,Wake,0.7,1.1844,0.7529,23.3444,0.0,1.0,0.0,0.0
1193.4,Wake,0.7,1.1494,0.7644,23.2345,0.0,1.0,0.0,0.0
